cleaning_status,platinum_prompt,platinum_prompt_no_cot,platinum_target,original_target,platinum_parsing_strategy,input,output_program,output_answer,split,dataset,bodmas_question,elog_question,trigno_question
consensus,"Solve the following math word problem.

Sandy worked 45 hours in the last 5 days. Assuming that she worked the same amount of hours each day, how long did she work each day ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sandy worked 45 hours in the last 5 days. Assuming that she worked the same amount of hours each day, how long did she work each day ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['9'],['9'],math,"Sandy worked 45 hours in the last 5 days. Assuming that she worked the same amount of hours each day, how long did she work each day ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(45/5-x)
print(answer)",9,test,singleq,"Sandy worked 45 hours in the last (4+(0.5*2))  days. Assuming that she worked the same amount of hours each day, how long did she work each day ?","Sandy worked 45 hours in the last EXPONENTIAL(LOG(5))  days. Assuming that she worked the same amount of hours each day, how long did she work each day ?","Sandy worked 45 hours in the last (6-(sec^2(22)-tan^2(22)))  days. Assuming that she worked the same amount of hours each day, how long did she work each day ?"
consensus,"Solve the following math word problem.

Nancy grew 6 potatoes. Sandy grew 7 potatoes. How many potatoes did they grow in total ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Nancy grew 6 potatoes. Sandy grew 7 potatoes. How many potatoes did they grow in total ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['13'],['13'],math,Nancy grew 6 potatoes. Sandy grew 7 potatoes. How many potatoes did they grow in total ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(6+7-x)
print(answer)",13,test,singleq,Nancy grew 6 potatoes. Sandy grew (6+(86/86))  potatoes. How many potatoes did they grow in total ?,Nancy grew 6 potatoes. Sandy grew LOG(EXPONENTIAL(7))  potatoes. How many potatoes did they grow in total ?,Nancy grew 6 potatoes. Sandy grew (6+(cosec^2(23) - cot^2(23)))  potatoes. How many potatoes did they grow in total ?
consensus,"Solve the following math word problem.

Dan bought 9 dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Dan bought 9 dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['108'],['108'],math,Dan bought 9 dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(9*12-x)
print(answer)",108,test,singleq,Dan bought (8+(0.5*2))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?,Dan bought LOG(EXPONENTIAL(9))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?,Dan bought (9/(cosec^2(24) - cot^2(24)))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Dan buy ?
consensus,"Solve the following math word problem.

Jason picked 46 pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jason picked 46 pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['105'],['105'],math,"Jason picked 46 pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(46+47+12-x)
print(answer)",105,test,singleq,"Jason picked (46/(70/70))  pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?","Jason picked EXPONENTIAL(LOG(46))  pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?","Jason picked (45+(sec^2(26)-tan^2(26)))  pears, Keith picked 47 pears, and Mike picked  12 pears from the pear tree. How many pears were picked in total ?"
consensus,"Solve the following math word problem.

Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['4'],['4'],math,"Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(20*x-80)
print(answer)",4,test,singleq,"Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered (79+(26/26))  pieces of wood?","Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered EXPONENTIAL(LOG(80))  pieces of wood?","Christian’s father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered (81-(cosec^2(68) - cot^2(68)))  pieces of wood?"
consensus,"Solve the following math word problem.

Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of 27 dollars. How much did each candy bar cost ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of 27 dollars. How much did each candy bar cost ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of 27 dollars. How much did each candy bar cost ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(2+(5*x)-27)
print(answer)",5,test,singleq,Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of (27.0*(29/29))  dollars. How much did each candy bar cost ?,Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of EXPONENTIAL(LOG(27))  dollars. How much did each candy bar cost ?,Benny bought a soft drink for 2 dollars and 5 candy bars. He spent a total of (26+(sec^2(62)-tan^2(62)))  dollars. How much did each candy bar cost ?
consensus,"Solve the following math word problem.

Sara has saved 11 quarters from washing cars.  How many cents does Sara have ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sara has saved 11 quarters from washing cars.  How many cents does Sara have ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['275'],['275'],math,Sara has saved 11 quarters from washing cars.  How many cents does Sara have ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(11*25-x)
print(answer)",275,test,singleq,Sara has saved (11/(91/91))  quarters from washing cars.  How many cents does Sara have ?,Sara has saved LOG(EXPONENTIAL(11))  quarters from washing cars.  How many cents does Sara have ?,Sara has saved (10+(cos^2(3) + sin^2(3)))  quarters from washing cars.  How many cents does Sara have ?
consensus,"Solve the following math word problem.

Seth bought 20 cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Seth bought 20 cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['118'],['118'],math,Seth bought 20 cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve((20*6)-(2*1)-x)
print(answer)",118,test,singleq,Seth bought (19+(60/60))  cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?,Seth bought EXPONENTIAL(LOG(20))  cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?,Seth bought (19+(sec^2(13)-tan^2(13)))  cartons of ice cream and 2 cartons of yogurt. Each carton of ice cream cost $6 and each carton of yogurt cost $1. How much more did Seth spend on ice cream than on yogurt?
consensus,"Solve the following math word problem.

Sally found 9 seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sally found 9 seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['21'],['21'],math,"Sally found 9 seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(9+7+5-x)
print(answer)",21,test,singleq,"Sally found (8+(0.5*2))  seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?","Sally found LOG(EXPONENTIAL(9))  seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?","Sally found (10-(cosec^2(24) - cot^2(24)))  seashells, Tom found 7 seashells, and Jessica found 5 seashells on the beach. How many seashells did they find together ?"
consensus,"Solve the following math word problem.

Jason has 676 Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jason has 676 Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['452'],['452'],math,Jason has 676 Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(676-224-x)
print(answer)",452,test,singleq,Jason has (676.0*(0.5*2))  Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?,Jason has EXPONENTIAL(LOG(676))  Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?,Jason has (676.0*(sec^2(65)-tan^2(65)))  Pokemon cards. Alyssa bought 224 of Jason's  Pokemon cards. How many Pokemon cards does Jason have now ?
consensus,"Solve the following math word problem.

She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['10'],['10'],math,She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(80/8-x)
print(answer)",10,test,singleq,She counted her crayons and found out that she has (79+(23/23))  crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?,She counted her crayons and found out that she has EXPONENTIAL(LOG(80))  crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?,She counted her crayons and found out that she has (81-(sec^2(50)-tan^2(50)))  crayons which she will place in crayon boxes. Every box can contain 8 crayons. How many boxes does she need?
consensus,"Solve the following math word problem.

Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has 39 blue balloons. How many blue balloons do they have in all ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has 39 blue balloons. How many blue balloons do they have in all ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['104'],['104'],math,"Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has 39 blue balloons. How many blue balloons do they have in all ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(37+28+39-x)
print(answer)",104,test,singleq,"Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has (39/(0.5*2))  blue balloons. How many blue balloons do they have in all ?","Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has EXPONENTIAL(LOG(39))  blue balloons. How many blue balloons do they have in all ?","Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally  has (39.0*(cosec^2(5) - cot^2(5)))  blue balloons. How many blue balloons do they have in all ?"
consensus,"Solve the following math word problem.

Jason had 49 quarters in his bank. His dad gave him 25 more quarters. How many quarters does he have now ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jason had 49 quarters in his bank. His dad gave him 25 more quarters. How many quarters does he have now ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['74'],['74'],math,Jason had 49 quarters in his bank. His dad gave him 25 more quarters. How many quarters does he have now ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(49+25-x)
print(answer)",74,test,singleq,Jason had 49 quarters in his bank. His dad gave him (24+(0.5*2))  more quarters. How many quarters does he have now ?,Jason had 49 quarters in his bank. His dad gave him LOG(EXPONENTIAL(25))  more quarters. How many quarters does he have now ?,Jason had 49 quarters in his bank. His dad gave him (25.0*(cos^2(25) + sin^2(25)))  more quarters. How many quarters does he have now ?
consensus,"Solve the following math word problem.

Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are 2,000 houses. How many houses did developers build during the housing boom?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are 2,000 houses. How many houses did developers build during the housing boom?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['574'],['574'],math,"Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are 2,000 houses. How many houses did developers build during the housing boom?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(1426+x-2000)
print(answer)",574,test,singleq,"Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are (2000.0*(23/23))  houses. How many houses did developers build during the housing boom?","Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are EXPONENTIAL(LOG(2000))  houses. How many houses did developers build during the housing boom?","Before the recent housing boom, there were 1,426 houses in Lawrence County. Now, there are (2000/(sec^2(17)-tan^2(17)))  houses. How many houses did developers build during the housing boom?"
consensus,"Solve the following math word problem.

6 students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

6 students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['204'],['204'],math,6 students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(6*34-x)
print(answer)",204,test,singleq,6 students were sitting at each table in the lunchroom. There are (33+(85/85))  tables. How many students were sitting in the lunchroom?,6 students were sitting at each table in the lunchroom. There are EXPONENTIAL(LOG(34))  tables. How many students were sitting in the lunchroom?,6 students were sitting at each table in the lunchroom. There are (34/(cosec^2(74) - cot^2(74)))  tables. How many students were sitting in the lunchroom?
consensus,"Solve the following math word problem.

Tim has saved 2000 cents from selling lemonade.  How many dollars does Tim have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Tim has saved 2000 cents from selling lemonade.  How many dollars does Tim have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['20'],['20'],math,Tim has saved 2000 cents from selling lemonade.  How many dollars does Tim have?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(2000/100-x)
print(answer)",20,test,singleq,Tim has saved (2001-(0.5*2))  cents from selling lemonade.  How many dollars does Tim have?,Tim has saved EXPONENTIAL(LOG(2000))  cents from selling lemonade.  How many dollars does Tim have?,Tim has saved (2001-(cosec^2(9) - cot^2(9)))  cents from selling lemonade.  How many dollars does Tim have?
consensus,"Solve the following math word problem.

There are 46 rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 46 rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['21'],['21'],math,There are 46 rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(46-25-x)
print(answer)",21,test,singleq,There are (47-(0.5*2))  rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?,There are EXPONENTIAL(LOG(46))  rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?,There are (47-(sec^2(97)-tan^2(97)))  rulers in the drawer. Tim took 25  rulers from the drawer. How many rulers are now in the drawer ?
consensus,"Solve the following math word problem.

Benny bought 7 dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Benny bought 7 dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['84'],['84'],math,Benny bought 7 dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(7*12-x)
print(answer)",84,test,singleq,Benny bought (7/(96/96))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?,Benny bought EXPONENTIAL(LOG(7))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?,Benny bought (7/(cos^2(37) + sin^2(37)))  dozen eggs from the grocery store to bake some cakes.  How many eggs did Benny buy ?
consensus,"Solve the following math word problem.

Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['1.25'],['1.25'],math,Mrs. Hilt needs to share $3.75 equally among 3 total people. How much money will each person get?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(3.75/3-x)
print(answer)",1.25,test,singleq,Mrs. Hilt needs to share $3.75 equally among (2+(95/95))  total people. How much money will each person get?,Mrs. Hilt needs to share $3.75 equally among LOG(EXPONENTIAL(3))  total people. How much money will each person get?,Mrs. Hilt needs to share $3.75 equally among (3.0*(cos^2(90) + sin^2(90)))  total people. How much money will each person get?
consensus,"Solve the following math word problem.

Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of 5 pies each, how many rows will she have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of 5 pies each, how many rows will she have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['6'],['6'],math,"Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of 5 pies each, how many rows will she have?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve((16+14)/5-x)
print(answer)",6,test,singleq,"Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of (4+(0.5*2))  pies each, how many rows will she have?","Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of EXPONENTIAL(LOG(5))  pies each, how many rows will she have?","Mrs. Hilt baked pies last weekend for a holiday dinner. She baked 16 pecan pies and 14 apples pies. If she wants to arrange all of the pies in rows of (5/(sec^2(89)-tan^2(89)))  pies each, how many rows will she have?"
consensus,"Solve the following math word problem.

Jessica had 8 quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jessica had 8 quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,Jessica had 8 quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(8-3-x)
print(answer)",5,test,singleq,Jessica had (8/(0.5*2))  quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?,Jessica had EXPONENTIAL(LOG(8))  quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?,Jessica had (8.0*(cosec^2(73) - cot^2(73)))  quarters in her bank. Her sister borrowed 3 of her quarters. How many quarters does Jessica have now ?
consensus,"Solve the following math word problem.

Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every 5 minutes. How many students rode the rollercoaster in 15 minutes?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every 5 minutes. How many students rode the rollercoaster in 15 minutes?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['21'],['21'],math,Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every 5 minutes. How many students rode the rollercoaster in 15 minutes?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(7*(15/5)-x)
print(answer)",21,test,singleq,Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every (5/(34/34))  minutes. How many students rode the rollercoaster in 15 minutes?,Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every LOG(EXPONENTIAL(5))  minutes. How many students rode the rollercoaster in 15 minutes?,Mrs. Hilt saw a rollercoaster. 7 students rode the rollercoaster every (6-(cosec^2(11) - cot^2(11)))  minutes. How many students rode the rollercoaster in 15 minutes?
consensus,"Solve the following math word problem.

Last week Tom had 74 dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Last week Tom had 74 dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['12'],['12'],math,Last week Tom had 74 dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(74+x-86)
print(answer)",12,test,singleq,Last week Tom had (74.0*(10/10))  dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?,Last week Tom had EXPONENTIAL(LOG(74))  dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?,Last week Tom had (74.0*(sec^2(23)-tan^2(23)))  dollars. He washed cars over the weekend and now has 86 dollars. How much money did he make washing cars ?
consensus,"Solve the following math word problem.

Sara grew 4 onions, Sally grew 5 onions, and Fred grew  9 onions. How many onions did they grow in all ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sara grew 4 onions, Sally grew 5 onions, and Fred grew  9 onions. How many onions did they grow in all ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['18'],['18'],math,"Sara grew 4 onions, Sally grew 5 onions, and Fred grew  9 onions. How many onions did they grow in all ?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(4+5+9-x)
print(answer)",18,test,singleq,"Sara grew 4 onions, Sally grew 5 onions, and Fred grew  (10-(50/50))  onions. How many onions did they grow in all ?","Sara grew 4 onions, Sally grew 5 onions, and Fred grew  LOG(EXPONENTIAL(9))  onions. How many onions did they grow in all ?","Sara grew 4 onions, Sally grew 5 onions, and Fred grew  (8+(cos^2(54) + sin^2(54)))  onions. How many onions did they grow in all ?"
consensus,"Solve the following math word problem.

They entered the circus tent and saw that there are 4 sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

They entered the circus tent and saw that there are 4 sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['984'],['984'],math,"They entered the circus tent and saw that there are 4 sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?","from sympy import symbols, solve
x = symbols(""x"")
answer = solve(4*246-x)
print(answer)",984,test,singleq,"They entered the circus tent and saw that there are (3+(0.5*2))  sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?","They entered the circus tent and saw that there are LOG(EXPONENTIAL(4))  sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?","They entered the circus tent and saw that there are (3+(cosec^2(93) - cot^2(93)))  sections for the audience. If each section can accommodate 246 people, how many people can the tent accommodate in total?"
consensus,"Solve the following math word problem.

Sara goes fishing with Melanie. Sara catches 5 trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Sara goes fishing with Melanie. Sara catches 5 trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['10'],['10'],math,Sara goes fishing with Melanie. Sara catches 5 trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(5*2-x)
print(answer)",10,test,singleq,Sara goes fishing with Melanie. Sara catches (5/(0.5*2))  trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?,Sara goes fishing with Melanie. Sara catches EXPONENTIAL(LOG(5))  trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?,Sara goes fishing with Melanie. Sara catches (4+(sec^2(52)-tan^2(52)))  trout. Melanie catches 2 times as many trout as Sara. How many trout did Melanie catch ?
consensus,"Solve the following math word problem.

Joan has 10 books. Tom has 38 books.  How many books do they have together ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Joan has 10 books. Tom has 38 books.  How many books do they have together ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['48'],['48'],math,Joan has 10 books. Tom has 38 books.  How many books do they have together ?,"from sympy import symbols, solve
x = symbols(""x"")
answer = solve(10+38-x)
print(answer)",48,test,singleq,Joan has 10 books. Tom has (39-(0.5*2))  books.  How many books do they have together ?,Joan has 10 books. Tom has LOG(EXPONENTIAL(38))  books.  How many books do they have together ?,Joan has 10 books. Tom has (38.0*(sec^2(51)-tan^2(51)))  books.  How many books do they have together ?
