cleaning_status,platinum_prompt,platinum_prompt_no_cot,platinum_target,original_target,platinum_parsing_strategy,input,output_program,output_answer,split,dataset,bodmas_question,elog_question,trigno_question
consensus,"Solve the following math word problem.

Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['28'],['28'],math,"Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?","answer=(2.0+26.0)
print(answer)",28,test,singleop,"Martha has (3-(92/92))  peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?","Martha has LOG(EXPONENTIAL(2))  peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?","Martha has (3-(cos^2(24) + sin^2(24)))  peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?"
consensus,"Solve the following math word problem.

Lisa starts with 91 bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Lisa starts with 91 bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['99'],['99'],math,Lisa starts with 91 bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?,"answer=(91.0+8.0)
print(answer)",99,test,singleop,Lisa starts with (90+(0.5*2))  bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?,Lisa starts with EXPONENTIAL(LOG(91))  bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?,Lisa starts with (91/(cos^2(68) + sin^2(68)))  bananas. Maria gives Lisa 8 more. How many bananas does Lisa end with?
consensus,"Solve the following math word problem.

 Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['48'],['48'],math, Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,"answer=(83.0-35.0)
print(answer)",48,test,singleop, Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have (83/(0.5*2))  muffins?, Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have EXPONENTIAL(LOG(83))  muffins?, Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have (83.0*(cos^2(51) + sin^2(51)))  muffins?
consensus,"Solve the following math word problem.

 I walk 1 mile every 15 minutes. I walked 3 miles. How many minutes did it take me ?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 I walk 1 mile every 15 minutes. I walked 3 miles. How many minutes did it take me ?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['45'],['45'],math, I walk 1 mile every 15 minutes. I walked 3 miles. How many minutes did it take me ?,"answer=(15.0*3.0)
print(answer)",45,test,singleop, I walk 1 mile every 15 minutes. I walked (2+(0.5*2))  miles. How many minutes did it take me ?, I walk 1 mile every 15 minutes. I walked EXPONENTIAL(LOG(3))  miles. How many minutes did it take me ?, I walk 1 mile every 15 minutes. I walked (4-(cos^2(8) + sin^2(8)))  miles. How many minutes did it take me ?
consensus,"Solve the following math word problem.

 You go out for a long walk. You walk 0.75 mile and then sit down to take a rest. Then you walk 0.25 of a mile. How far did you walk altogether?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 You go out for a long walk. You walk 0.75 mile and then sit down to take a rest. Then you walk 0.25 of a mile. How far did you walk altogether?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['1'],['1'],math, You go out for a long walk. You walk 0.75 mile and then sit down to take a rest. Then you walk 0.25 of a mile. How far did you walk altogether?,"answer=(0.75+0.25)
print(answer)",1,test,singleop,,,
consensus,"Solve the following math word problem.

 Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['13'],['13'],math, Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?,"answer=(24.0-11.0)
print(answer)",13,test,singleop, Mrs. Sheridan has 11 cats. Mrs. Garrett has (25-(0.5*2))  cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?, Mrs. Sheridan has 11 cats. Mrs. Garrett has EXPONENTIAL(LOG(24))  cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?, Mrs. Sheridan has 11 cats. Mrs. Garrett has (25-(sec^2(7)-tan^2(7)))  cats. How many more cats does Mrs. Garrett have than Mrs. Sheridan?
consensus,"Solve the following math word problem.

 Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody’s grandmother?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody’s grandmother?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['84'],['84'],math, Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody’s grandmother?,"answer=(14.0*6.0)
print(answer)",84,test,singleop, Cody is 14 years old. His grandmother is (5+(51/51))  times as old as he is. How old is Cody’s grandmother?, Cody is 14 years old. His grandmother is EXPONENTIAL(LOG(6))  times as old as he is. How old is Cody’s grandmother?, Cody is 14 years old. His grandmother is (6.0*(sec^2(67)-tan^2(67)))  times as old as he is. How old is Cody’s grandmother?
consensus,"Solve the following math word problem.

 Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['14'],['14'],math, Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?,"answer=(25.0-11.0)
print(answer)",14,test,singleop, Hayley had (24+(76/76))  meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?, Hayley had LOG(EXPONENTIAL(25))  meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?, Hayley had (24+(cosec^2(17) - cot^2(17)))  meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs  did Kirsten steal?
consensus,"Solve the following math word problem.

Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['62'],['62'],math,Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?,"answer=(7.0+55.0)
print(answer)",62,test,singleop,Amy starts with (8-(0.5*2))  peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?,Amy starts with EXPONENTIAL(LOG(7))  peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?,Amy starts with (7.0*(cosec^2(58) - cot^2(58)))  peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?
consensus,"Solve the following math word problem.

Ernest has 45 bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Ernest has 45 bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['9'],['9'],math,"Ernest has 45 bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?","answer=(45.0/5.0)
print(answer)",9,test,singleop,"Ernest has (46-(0.5*2))  bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?","Ernest has LOG(EXPONENTIAL(45))  bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?","Ernest has (45/(cos^2(9) + sin^2(9)))  bananas that must be put away in boxes. Julie comes to help and brings 3 cookies to share with Ernest. If there are 5 boxes, how many bananas must go in each box?"
consensus,"Solve the following math word problem.

 There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['4764'],['4764'],math, There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?,"answer=(397.0*12.0)
print(answer)",4764,test,singleop, There are 397 butterflies. Each butterfly has (12/(0.5*2))  black dots and 17 yellow dots. How many black dots are there in all?, There are 397 butterflies. Each butterfly has EXPONENTIAL(LOG(12))  black dots and 17 yellow dots. How many black dots are there in all?, There are 397 butterflies. Each butterfly has (12.0*(cos^2(99) + sin^2(99)))  black dots and 17 yellow dots. How many black dots are there in all?
consensus,"Solve the following math word problem.

Brenda has 34 apples. She gets 37 more from Willie. How many apples does Brenda have in all?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Brenda has 34 apples. She gets 37 more from Willie. How many apples does Brenda have in all?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['71'],['71'],math,Brenda has 34 apples. She gets 37 more from Willie. How many apples does Brenda have in all?,"answer=(34.0+37.0)
print(answer)",71,test,singleop,Brenda has (34.0*(0.5*2))  apples. She gets 37 more from Willie. How many apples does Brenda have in all?,Brenda has EXPONENTIAL(LOG(34))  apples. She gets 37 more from Willie. How many apples does Brenda have in all?,Brenda has (35-(sec^2(77)-tan^2(77)))  apples. She gets 37 more from Willie. How many apples does Brenda have in all?
consensus,"Solve the following math word problem.

If Joan bicycled 25 miles at 5 miles per hour, how long was Joan travelling?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

If Joan bicycled 25 miles at 5 miles per hour, how long was Joan travelling?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,"If Joan bicycled 25 miles at 5 miles per hour, how long was Joan travelling?","answer=(25.0/5.0)
print(answer)",5,test,singleop,"If Joan bicycled (26-(0.5*2))  miles at 5 miles per hour, how long was Joan travelling?","If Joan bicycled EXPONENTIAL(LOG(25))  miles at 5 miles per hour, how long was Joan travelling?","If Joan bicycled (25.0*(cosec^2(85) - cot^2(85)))  miles at 5 miles per hour, how long was Joan travelling?"
consensus,"Solve the following math word problem.

 Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['53'],['53'],math, Ethan has 31 presents. Alissa has 22 more than Ethan. How many presents does Alissa have?,"answer=(31.0+22.0)
print(answer)",53,test,singleop, Ethan has (30+(0.5*2))  presents. Alissa has 22 more than Ethan. How many presents does Alissa have?, Ethan has EXPONENTIAL(LOG(31))  presents. Alissa has 22 more than Ethan. How many presents does Alissa have?, Ethan has (32-(sec^2(100)-tan^2(100)))  presents. Alissa has 22 more than Ethan. How many presents does Alissa have?
consensus,"Solve the following math word problem.

Brenda starts with 7 Skittles. She buys 8 more. How many Skittles does Brenda end with?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Brenda starts with 7 Skittles. She buys 8 more. How many Skittles does Brenda end with?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['15'],['15'],math,Brenda starts with 7 Skittles. She buys 8 more. How many Skittles does Brenda end with?,"answer=(7.0+8.0)
print(answer)",15,test,singleop,Brenda starts with 7 Skittles. She buys (8/(0.5*2))  more. How many Skittles does Brenda end with?,Brenda starts with 7 Skittles. She buys EXPONENTIAL(LOG(8))  more. How many Skittles does Brenda end with?,Brenda starts with 7 Skittles. She buys (7+(sec^2(74)-tan^2(74)))  more. How many Skittles does Brenda end with?
consensus,"Solve the following math word problem.

Ronald went to the store 2 times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Ronald went to the store 2 times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['20'],['20'],math,Ronald went to the store 2 times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?,"answer=(2.0*10.0)
print(answer)",20,test,singleop,Ronald went to the store (1+(0.5*2))  times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?,Ronald went to the store LOG(EXPONENTIAL(2))  times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?,Ronald went to the store (2/(sec^2(30)-tan^2(30)))  times last month. He buys 10 bananas each time he goes to the store. How many bananas did Ronald buy last month?
consensus,"Solve the following math word problem.

 Each bag contains 23 pounds of oranges. How many pounds of oranges are in 45 bags?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Each bag contains 23 pounds of oranges. How many pounds of oranges are in 45 bags?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['1035'],['1035'],math, Each bag contains 23 pounds of oranges. How many pounds of oranges are in 45 bags?,"answer=(23.0*45.0)
print(answer)",1035,test,singleop, Each bag contains (24-(68/68))  pounds of oranges. How many pounds of oranges are in 45 bags?, Each bag contains EXPONENTIAL(LOG(23))  pounds of oranges. How many pounds of oranges are in 45 bags?, Each bag contains (23.0*(cos^2(32) + sin^2(32)))  pounds of oranges. How many pounds of oranges are in 45 bags?
consensus,"Solve the following math word problem.

 I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['38'],['38'],math," I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?","answer=(21.0+17.0)
print(answer)",38,test,singleop," I read (21/(43/43))  pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?"," I read EXPONENTIAL(LOG(21))  pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?"," I read (22-(cosec^2(90) - cot^2(90)))  pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?"
consensus,"Solve the following math word problem.

Mildred collects 77 oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Mildred collects 77 oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['79'],['79'],math,Mildred collects 77 oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?,"answer=(77.0+2.0)
print(answer)",79,test,singleop,Mildred collects (77.0*(0.5*2))  oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?,Mildred collects EXPONENTIAL(LOG(77))  oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?,Mildred collects (76+(cosec^2(72) - cot^2(72)))  oranges. Mildred's father gives Mildred 2 more. How many oranges does Mildred have?
consensus,"Solve the following math word problem.

Virginia has 16 eggs and 8 Skittles. If she shares the eggs among 4 friends, how many eggs does each friend get?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Virginia has 16 eggs and 8 Skittles. If she shares the eggs among 4 friends, how many eggs does each friend get?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['4'],['4'],math,"Virginia has 16 eggs and 8 Skittles. If she shares the eggs among 4 friends, how many eggs does each friend get?","answer=(16.0/4.0)
print(answer)",4,test,singleop,"Virginia has 16 eggs and 8 Skittles. If she shares the eggs among (5-(59/59))  friends, how many eggs does each friend get?","Virginia has 16 eggs and 8 Skittles. If she shares the eggs among EXPONENTIAL(LOG(4))  friends, how many eggs does each friend get?","Virginia has 16 eggs and 8 Skittles. If she shares the eggs among (5-(cosec^2(72) - cot^2(72)))  friends, how many eggs does each friend get?"
consensus,"Solve the following math word problem.

 Jazmin had 1209 dolls and Geraldine had 2186 dolls. If they put their dolls together, how many would they have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Jazmin had 1209 dolls and Geraldine had 2186 dolls. If they put their dolls together, how many would they have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['3395'],['3395'],math," Jazmin had 1209 dolls and Geraldine had 2186 dolls. If they put their dolls together, how many would they have?","answer=(1209.0+2186.0)
print(answer)",3395,test,singleop," Jazmin had 1209 dolls and Geraldine had (2187-(0.5*2))  dolls. If they put their dolls together, how many would they have?"," Jazmin had 1209 dolls and Geraldine had LOG(EXPONENTIAL(2186))  dolls. If they put their dolls together, how many would they have?"," Jazmin had 1209 dolls and Geraldine had (2185+(cos^2(71) + sin^2(71)))  dolls. If they put their dolls together, how many would they have?"
consensus,"Solve the following math word problem.

 There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['7'],['7'],math," There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?","answer=(10.0-3.0)
print(answer)",7,test,singleop," There were (11-(0.5*2))  students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?"," There were LOG(EXPONENTIAL(10))  students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?"," There were (10/(cosec^2(50) - cot^2(50)))  students riding on the school bus. At the first stop, 3 students got off of the bus. How many students are left on the bus?"
consensus,"Solve the following math word problem.

There are 9 students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 9 students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['9'],['9'],math,"There are 9 students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?","answer=(81.0/9.0)
print(answer)",9,test,singleop,"There are (8+(13/13))  students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?","There are EXPONENTIAL(LOG(9))  students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?","There are (9.0*(cos^2(28) + sin^2(28)))  students in the class and 81 tickets. If the tickets are divided equally among the students, how many does each student get?"
consensus,"Solve the following math word problem.

 Ellen went to a garage sale to buy chairs. Each chair cost 15 dollars.  How much money did Ellen spend for the 12 chairs she bought?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Ellen went to a garage sale to buy chairs. Each chair cost 15 dollars.  How much money did Ellen spend for the 12 chairs she bought?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['180'],['180'],math, Ellen went to a garage sale to buy chairs. Each chair cost 15 dollars.  How much money did Ellen spend for the 12 chairs she bought?,"answer=(15.0*12.0)
print(answer)",180,test,singleop, Ellen went to a garage sale to buy chairs. Each chair cost (16-(0.5*2))  dollars.  How much money did Ellen spend for the 12 chairs she bought?, Ellen went to a garage sale to buy chairs. Each chair cost EXPONENTIAL(LOG(15))  dollars.  How much money did Ellen spend for the 12 chairs she bought?, Ellen went to a garage sale to buy chairs. Each chair cost (14+(cos^2(65) + sin^2(65)))  dollars.  How much money did Ellen spend for the 12 chairs she bought?
consensus,"Solve the following math word problem.

Paula has 6 boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Paula has 6 boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['24'],['24'],math,Paula has 6 boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?,"answer=(6.0*4.0)
print(answer)",24,test,singleop,Paula has (7-(0.5*2))  boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?,Paula has EXPONENTIAL(LOG(6))  boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?,Paula has (5+(sec^2(53)-tan^2(53)))  boxes of peanuts. Each box holds 4 peanuts. How many peanuts does Paula have?
consensus,"Solve the following math word problem.

Donna weighs 69 pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Donna weighs 69 pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['18'],['18'],math,Donna weighs 69 pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?,"answer=(69.0-51.0)
print(answer)",18,test,singleop,Donna weighs (69/(90/90))  pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?,Donna weighs LOG(EXPONENTIAL(69))  pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?,Donna weighs (69/(cos^2(62) + sin^2(62)))  pounds. Willie weighs 51 pounds. How much heavier is Donna than Willie?
consensus,"Solve the following math word problem.

Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['67'],['67'],math,Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?,"answer=(72.0-5.0)
print(answer)",67,test,singleop,Dorothy has 72 cards. She gives (5/(22/22))  to Harold. How many cards will Dorothy have?,Dorothy has 72 cards. She gives EXPONENTIAL(LOG(5))  to Harold. How many cards will Dorothy have?,Dorothy has 72 cards. She gives (4+(sec^2(71)-tan^2(71)))  to Harold. How many cards will Dorothy have?
consensus,"Solve the following math word problem.

 Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['400'],['400'],math," Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?","answer=(100.0*4.0)
print(answer)",400,test,singleop," Our watermelons have (99+(42/42))  seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?"," Our watermelons have EXPONENTIAL(LOG(100))  seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?"," Our watermelons have (100/(cosec^2(7) - cot^2(7)))  seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the  watermelons?"
consensus,"Solve the following math word problem.

It took Katherine 3 hours to run to Louis's house at 8 miles per hour. How far is it between Katherine's house and Louis's house?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

It took Katherine 3 hours to run to Louis's house at 8 miles per hour. How far is it between Katherine's house and Louis's house?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['24'],['24'],math,It took Katherine 3 hours to run to Louis's house at 8 miles per hour. How far is it between Katherine's house and Louis's house?,"answer=(3.0*8.0)
print(answer)",24,test,singleop,It took Katherine 3 hours to run to Louis's house at (8/(25/25))  miles per hour. How far is it between Katherine's house and Louis's house?,It took Katherine 3 hours to run to Louis's house at LOG(EXPONENTIAL(8))  miles per hour. How far is it between Katherine's house and Louis's house?,It took Katherine 3 hours to run to Louis's house at (8/(sec^2(9)-tan^2(9)))  miles per hour. How far is it between Katherine's house and Louis's house?
consensus,"Solve the following math word problem.

 Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?

Think step-by-step. Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

 Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?

Then, provide the final answer as a single number in the format ""Answer: XXX"" with no extra formatting.",['42'],['42'],math, Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?,"answer=(58.0-16.0)
print(answer)",42,test,singleop, Mrs. Franklin had (58/(81/81))  Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?, Mrs. Franklin had EXPONENTIAL(LOG(58))  Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?, Mrs. Franklin had (58/(cos^2(48) + sin^2(48)))  Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give  to her students?
